episode,total_reward
229,-712.6138559058309
230,-765.3526446819305
231,-740.5726076811552
232,-679.0988531187177
233,-703.0633504167199
234,-630.5119511783123
235,-700.0102254599333
236,-677.3239912241697
237,-670.008439026773
238,-679.3147633075714
239,-698.0244377553463
240,-699.5397545695305
241,-692.4550056383014
242,-766.793092764914
243,-663.4601726531982
244,-752.5609316304326
245,-786.1927421316504
246,-735.7466200441122
247,-714.3569157868624
248,-705.3018928021193
249,-691.467302262783
250,-648.22374702245
251,-717.7085103616118
252,-669.7699996754527
253,-756.9875039979815
254,-780.7073017954826
255,-741.9500273019075
256,-763.4832934513688
257,-687.0770888626575
258,-693.996473647654
259,-714.398984245956
260,-714.4177557751536
261,-693.5269771292806
262,-566.323803126812
263,-623.7123091220856
264,-700.7444785088301
265,-681.3942769393325
266,-625.3275421634316
267,-707.420407526195
268,-676.2683490514755
269,-783.265070810914
270,-757.720333583653
271,-702.9686977043748
272,-664.6452276930213
273,-737.9676303565502
274,-616.5863270759583
275,-714.92180390656
276,-671.8783198818564
277,-785.3420854471624
278,-714.5344532206655
279,-703.0921097844839
280,-676.3789145201445
281,-693.412986792624
282,-675.2146689966321
283,-729.4436994120479
284,-669.7113164141774
285,-706.7747884392738
286,-749.0575888827443
287,-686.9417041689157
288,-640.4880667701364
289,-553.3678429052234
290,-696.771835424006
291,-707.1495944783092
292,-629.0872272253036
293,-669.9490563422441
294,-712.0255744829774
295,-671.03684194386
296,-672.4653517752886
297,-718.9712485671043
298,-675.6771306619048
299,-643.3493305891752
300,-722.6072072610259
301,-767.2204279154539
302,-640.586805164814
303,-770.5909204334021
304,-671.3763424679637
305,-712.8716762587428
306,-726.8470956198871
307,-654.204740986228
308,-759.5098414942622
309,-1727.8240482509136
310,-709.3193805962801
311,-682.506385140121
312,-682.1580053046346
313,-685.5858643725514
314,-688.9677453115582
315,-678.111353546381
316,-721.6125422865152
317,-735.6952819079161
318,-603.4959324076772
319,-694.5895076170564
320,-700.8400195240974
321,-700.6626471430063
322,-709.0409213155508
323,-721.4455054439604
324,-698.7768030390143
325,-679.1480491831899
326,-685.990427389741
327,-689.3478306755424
328,-636.0456819757819
329,-656.6764760613441
330,-726.8778861053288
331,-707.7017939016223
332,-704.0561642497778
333,-686.8441941738129
334,-692.2219375520945
335,-765.1399894803762
336,-704.3817409202456
337,-703.1710270196199
338,-724.2814424782991
339,-644.8259242475033
340,-687.7400367334485
341,-752.8338318690658
342,-697.7175416871905
343,-673.1542524769902
344,-672.4468058347702
345,-714.7062711194158
346,-674.2750495448709
347,-791.3292662203312
348,-711.895439170301
349,-693.5363070107996
350,-707.5166804268956
351,-795.8331510126591
352,-768.3867692574859
353,-690.7033127173781
354,-699.1232713907957
355,-710.1096131503582
356,-732.7109618373215
