episode,total_reward
322,-621.3578134179115
323,-623.0703411400318
324,-601.6681904494762
325,-605.2111830711365
326,-615.2917349934578
327,-612.2797137200832
328,-592.011303126812
329,-629.9102107584476
330,-623.0066394805908
331,-590.5919054150581
332,-628.242966517806
333,-587.4663146734238
334,-636.7577523887157
335,-609.8506125211716
336,-628.0052023231983
337,-599.6192048192024
338,-599.7038758993149
339,-612.0794185698032
340,-586.6108301281929
341,-628.0179416537285
342,-601.5319156050682
343,-623.3354106247425
344,-628.3751813173294
345,-637.8111487329006
346,-636.1497056186199
347,-615.7549475431442
348,-583.8623964190483
349,-601.0506871342659
350,-599.607555180788
351,-610.9796715974808
352,-612.1404250264168
353,-602.7427070140839
354,-607.812851369381
355,-631.6559319496155
356,-629.7897738218307
357,-631.765260219574
358,-605.7369717359543
359,-619.3016274869442
360,-618.155655413866
361,-593.8710800111294
362,-626.8943796753883
363,-604.7400592565536
364,-618.187891036272
365,-604.1016791462898
366,-583.1920128464699
367,-617.9671081900597
368,-604.015672981739
369,-620.2484467625618
370,-604.8924728035927
371,-613.3799531459808
372,-618.6744225919247
373,-609.5376297235489
374,-622.6613754332066
375,-610.4775099754333
376,-591.2721403837204
377,-601.1376248002052
378,-616.5419660806656
379,-597.4102171063423
380,-633.3314815759659
381,-654.5234750509262
382,-605.7047998607159
383,-606.3433344960213
384,-630.6068797111511
385,-597.0102638304234
386,-592.9042334854603
387,-607.1532178521156
388,-631.6935122013092
389,-655.9713563323021
390,-631.5998459160328
391,-599.5871157646179
392,-587.3755822181702
393,-621.2137154340744
394,-580.743709385395
395,-611.212140828371
396,-588.2074980735779
397,-602.0862754285336
398,-638.1979552209377
399,-607.6278804838657
400,-607.9728445708752
401,-609.5223752260208
402,-617.7614491581917
403,-628.5913200974464
404,-594.9357326626778
405,-615.4385484457016
406,-602.8355360329151
407,-626.5784023106098
408,-626.27089458704
409,-623.6838371455669
410,-628.0645460486412
411,-635.4847728312016
412,-607.6300169825554
413,-616.303602784872
414,-629.4116486310959
415,-641.4825326800346
416,-577.9406290054321
417,-655.3924426436424
418,-609.0602812170982
419,-603.6332748532295
420,-595.5888402462006
421,-622.5386017858982
422,-633.3629961907864
423,-638.5610548853874
424,-640.5553255081177
425,-595.6436016559601
426,-613.5715101659298
427,-625.613704174757
428,-601.5468180477619
429,-618.9931458234787
430,-624.2371880710125
431,-609.8158645033836
432,-633.979235291481
433,-588.7579697966576
434,-650.2416961491108
435,-597.8839764595032
436,-586.0571918487549
437,-604.8521243929863
438,-629.0846224427223
439,-592.9787866473198
440,-619.972865909338
441,-653.2897812724113
442,-624.5144109427929
443,-603.2845488190651
444,-586.5011525154114
445,-615.2747229337692
446,-605.5122483372688
447,-592.8971031606197
448,-612.2070181369781
449,-624.9799289405346
450,-650.9083867073059
451,-609.8797624111176
452,-628.2573877573013
453,-572.8569447398186
454,-633.4640887081623
455,-640.2448030114174
456,-578.9706855416298
457,-626.3160022497177
458,-635.9191327691078
459,-612.1290099322796
460,-628.5027812123299
461,-627.4821493029594
462,-604.5003714859486
463,-635.4421622157097
464,-630.3822856247425
465,-621.6636579930782
466,-567.7510319650173
467,-582.6473731994629
468,-611.8037945628166
469,-612.7928525209427
470,-653.8018176555634
471,-594.4954515099525
472,-606.9254815578461
473,-636.2097024023533
474,-613.5011771917343
475,-620.663555920124
476,-642.1821826994419
477,-590.9387607872486
478,-605.925181388855
479,-617.4558722376823
480,-616.5914328694344
481,-609.7169980406761
482,-631.6212705671787
483,-634.4229390621185
484,-580.0038834810257
485,-615.1860112547874
486,-596.3605822920799
487,-635.9562995433807
488,-657.3476330637932
489,-604.1708655357361
490,-633.1476583480835
491,-633.2300059497356
492,-609.4546741247177
493,-610.2466805875301
494,-617.6338692605495
495,-611.4076083600521
496,-610.0889768898487
497,-644.7277992367744
498,-590.8655451536179
499,-626.7621609568596
500,-615.1981511116028
501,-606.0012497901917
502,-611.8980239033699
503,-626.4042504429817
504,-603.7704176902771
505,-613.5107820630074
506,-609.1950555443764
507,-606.0079807043076
508,-584.8506113886833
509,-624.1158531010151
510,-618.0385636985302
511,-628.0947388410568
512,-640.5062817037106
513,-628.7198230028152
514,-597.3216210305691
515,-605.0871096849442
516,-634.1911310851574
517,-664.0493965744972
518,-601.3571618795395
519,-594.3958896398544
520,-617.5080414712429
521,-648.6798180937767
522,-624.8110695779324
523,-635.2293621003628
524,-590.0045022964478
525,-589.6325272619724
526,-620.7087395191193
527,-589.9579535126686
528,-632.145729124546
529,-602.980859130621
530,-616.225421756506
531,-649.0994295477867
532,-608.8433966040611
533,-633.7400614619255
534,-616.8539273738861
535,-608.5066139101982
536,-670.276729464531
537,-609.4714539945126
538,-631.9004926085472
539,-655.0075219273567
540,-598.2476348280907
541,-628.7726912796497
542,-628.0629851818085
543,-618.3142959177494
544,-651.9553350508213
545,-620.5074218511581
546,-635.6317647397518
547,-617.9644638299942
548,-609.7666527926922
549,-579.9353160858154
550,-607.3978047966957
551,-632.6220653057098
552,-610.3993925452232
553,-632.8579867780209
554,-639.0265001654625
555,-592.0801628232002
556,-610.9452623426914
557,-630.7207590639591
558,-581.4604355692863
559,-585.7900645136833
560,-614.4431919455528
561,-601.4273910224438
562,-610.0473594665527
563,-599.5114024579525
564,-632.0106009542942
565,-590.2812898755074
566,-617.2864317297935
567,-612.825363188982
568,-645.8565468490124
569,-607.5012238919735
570,-602.7795803546906
571,-606.0779584050179
572,-645.0952344834805
573,-650.7470950782299
574,-578.4533854424953
575,-597.2309958636761
576,-638.2113662958145
577,-634.1591013967991
578,-587.9104648828506
579,-608.3091323375702
580,-570.9558774828911
581,-628.9512429535389
582,-599.8243435919285
583,-594.1590512394905
584,-650.0204311013222
585,-619.2703246772289
586,-619.2986115217209
587,-604.7078527212143
588,-619.2673794925213
589,-623.0459169149399
590,-605.8120863437653
591,-611.6652319431305
592,-608.5266274511814
593,-636.0965239554644
594,-636.1705042123795
595,-626.1080558896065
596,-627.0861931443214
597,-600.4104223549366
598,-638.8524108827114
599,-594.5598459839821
600,-629.8260109722614
601,-601.4511699974537
602,-617.9794075191021
603,-618.9237982034683
604,-622.1789873540401
605,-601.7092379331589
606,-613.478722602129
607,-621.6372169852257
608,-658.7030607163906
609,-615.7496343255043
610,-591.0668199062347
611,-632.4027673006058
612,-592.4008371829987
613,-582.0736517608166
614,-597.6176425814629
615,-636.0576600134373
616,-619.7589419186115
617,-616.9480720162392
618,-618.4827325046062
619,-606.0997775793076
620,-618.0928076505661
621,-668.5991575419903
622,-615.8778783679008
623,-635.9363677799702
624,-587.3860378861427
625,-601.5770031809807
626,-633.1584718823433
627,-627.33905595541
628,-596.9232765436172
629,-593.7533947527409
630,-601.631902962923
631,-580.1772066056728
632,-611.5972498059273
633,-624.9821362793446
634,-624.1823058724403
635,-608.6359384357929
636,-626.4296355843544
637,-609.4372258782387
638,-611.6699781417847
639,-633.0674046874046
640,-590.584315598011
641,-598.7788483798504
642,-610.4389670491219
643,-590.3252686858177
644,-623.8162136077881
